"Project","Text","SDG","Target"
"P089985","proposed dam rehabilitation improvement fund drif similar line credit fund tamil nadu urban development fund assisted maximizing benefits existing dam assets ensuring safety","SDG 9","SDG 9.3"
"P089985","suo moto disclosure information compliance information rti act","SDG 16","SDG 16.10"
"P089985","suo moto literally means motion external prompting explicit demand indias information act calls level proactive information sharing public sector","SDG 17","SDG 17.17"
"P089985","support provided preparation asset management plans flood plain mapping emergency preparedness plans emergency warning systems","SDG 16","SDG 16.10"
"P089985","sustainability","SDG 12","SDG 12.8"
"P089985","sustainable arrangements project dams effective safe dam asset management plans operation maintenance prepared","SDG 11","SDG 11.a"
"P089985","target values data collection reporting project outcome indicators baseline yr yr yr yr yr yr frequency data responsibility reports collection data instruments collection component rehabilitation project pmu staff improvement dams annual project line appurtenances reports reporting departments design electricity cumulative project reports field companies dams revised dam flood visits hydrology assessed actions information agreed address design parameters implement ting project dams agencies remedial measures reviewed addressed","SDG 17","SDG 17.19"
"P089985","issues minimized procurement risk mitigation measures discussed detail","SDG 13","SDG 13.a"
"P089985","accounting system boards defined respective finance manuals based electricity supply annual accounts rules","SDG 16","SDG 16.10"
"P089985","activities carried include limited targeted training nationally national water academy pune internationally dam safety organizations central cdso sdso level effective organizations lead ensuring dams remain safe structural operational view incountry external training staff wrds sebs assist development skills modern tools adequately operate maintain dams attendance dam safety courses study tours linking foreign country agencies advanced dam safety programs united switzerland operation independent dam safety review panels comprising experts relevant disciplines development capacity carry reservoir sedimentation studies development management information systems mis programs capture analyze data longterm planning guiding dam operations support development cwc dam health rehabilitation monitoring application dharma program systematic presentation interpretation data effective monitoring health dams support revision existing guidelines dam safety preparation guidelines training hazard vulnerability assessment dambreak analysis","SDG 11","SDG 11.a"
"P089985","analysis drip included annual net incomes agricultural production electricity generated hydropower dams replacement costs houses extent percent annex detailed assumptions","SDG 2","SDG 2.b"
"P090990","project investments straightforward projects technical approach based standards built existing government programs","SDG 17","SDG 17.5"
"P090990","providing technical assistance capacity building support strengthen disaster risk mitigation road sector including capacity building support environmentrisk mitigation road safety unit dgh capacity conduct disaster risk assessments planning risk mapping landslides coastal erosion earthquake floods analysis alternative designs road segments pass critical environmental assets vulnerable","SDG 14","SDG 14.2"
"P090990","providing technical assistance capacity building support strengthen disaster risk mitigation road sector including capacity building support environmentrisk mitigation road safety unit dgh capacity conduct disaster risk assessments planning risk mapping landslides coastal erosion earthquake floods analysis alternative designs road segments pass critical environmental assets vulnerable","SDG 14","SDG 14.2"
"P090990","public consultations compensation","SDG 17","SDG 17.17"
"P090990","quarterly newsletter information list contracts implementation progress project related activities types status complaints location","SDG 16","SDG 16.10"
"P090990","recent analysis suggests viewed economic activity density network adequate sparsely populated inadequate economic activity java sumatera south sulawesi","SDG 17","SDG 17.6"
"P090990","report id project appraisal document proposed loan amount million republic indonesia western indonesia national roads improvement project april indonesia sustainable development unit sustainable development department east asia pacific region document restricted distribution recipients performance official duties","SDG 3","SDG 3.6"
"P090990","risk mitigation measures agreed procurement plan semiannual updates procurement training project launch establishment anticorruption action plan interim eprocurement existing semi eprocurement system additional measure advertise provide bidding documents provision support pmu procurement committees core team consultant ctc updated project management manual pmm srip inclusion clarifications ncb procedures egal documents pmm designation experienced staff procurement committees project management unit strengthened filing system","SDG 9","SDG 9.b"
"P090990","risks identified include bulk procurement consists packages significant strategic significant difficulties selection consultants terms weaknesses evaluation process extreme delays staff central provincial level experienced donorfunded projects uneven understanding principles banks procurement guidelines selection consultants icb procurement procurement conducted simultaneously stretch coordination pmu pius pmu bank post review eirtp inadequate filing system procurement environment weak significant fraud collusive practices past projects sector leading numerous investigations rebidding misprocurement","SDG 1","SDG 1.1"
"P090990","road safety concern traffic accidents death indonesia indonesia levels accidents countries asean","SDG 3","SDG 3.6"
"P090990","road travel speeds remain low averaging kmhour national road network","SDG 3","SDG 3.6"
"P090990","roads transport demand","SDG 3","SDG 3.6"
"P090990","safeguard policies triggered environmental assessment opbp","SDG 17","SDG 17.13"
"P090990","safeguards documents disclosed accordance banks disclosure policy","SDG 17","SDG 17.13"
"P090990","sectoral institutional context","SDG 16","SDG 16.6"
"P090990","roads account majority domestic freight percent interurban passenger land travel percent coverage condition crucial goals economic growth social development","SDG 1","SDG 1.3"
"P090990","standards procedures guidelines environmental management monitoring prepared subdirectorate environmental road safety subdit teknik lingkungan dan keselamatan jalan dta administered regional environmental impact agencies bapedalda province","SDG 3","SDG 3.6"
"P090990","strict procedures ensure anonymity informants enforced","SDG 16","SDG 16.10"
"P090990","strict procedures ensure anonymity informants enforced","SDG 16","SDG 16.10"
"P090990","subproject km province required goi system wb op","SDG 16","SDG 16.10"
"P090990","capacity variable province public offices","SDG 17","SDG 17.17"
"P090990","capacity variable provincial public offices","SDG 17","SDG 17.17"
"P090990","salient information documents continue completion contract entered enhanced internal services question","SDG 16","SDG 16.10"
"P090990","sumatera amdal slarap ecops south","SDG 17","SDG 17.6"
"P090990","sumatera uklupl slarap ecops stated section paragraph impacts construction related triggered environmental safeguards policies environmental assessment op physical cultural resources op","SDG 16","SDG 16.1"
"P092218","reliable affordable cost effective provision infrastructure services improving health education outcomes reducing levels child mortality waterborne diseases respiratory illnesses access schools clinics indirectly reducing fiscal burden governments create space expenditures","SDG 11","SDG 11.7"
"P092218","revenues percent budgeted levels due commodity prices improvements tax office administration underspending continued recent","SDG 17","SDG 17.1"
"P092218","rivers main roads myanmar vietnam railroads philippines province boundaries international boundaries thailand sulu sea banda aceh brunei medan natuna celebes talaud","SDG 3","SDG 3.6"
"P092218","safeguard policies","SDG 17","SDG 17.13"
"P092218","safeguard policies","SDG 17","SDG 17.13"
"P092218","sarana lnfrastruktur smi vehicle invest iiff","SDG 17","SDG 17.5"
"P092218","sarana multi infrastructure gdp gross domestic product smie medium industrial entreprises government indonesia sme medium entreprises gwm minimum reserve requirement smf sarana multigriya financing international bank reconstruction ibrd sob owned bank development ic investment climate soe owned enterprise infrastructuredevelopment finance idfc company soe statement expenditure idr indonesian rupiah spm payment infrastructure development policy idpl inan spv special purpose vehicle idx indonesian stock exchange ta technical assistance ieg independent evaluation ulb urban local business ifc internationalfinance corporation united dollar internationalfinancial investment yoy inspector ytd date ihsg jakarta composite index iiff indonesia infrastructurefinance facility indonesia indonesia infrastructurefinance facility table contents page","SDG 13","SDG 13.2"
"P092218","sarana multi infrastruktur smi vehicle governments investments loans equity iiff channeled transferred idrl trillion smi equity contribution","SDG 17","SDG 17.5"
"P092218","bank involvement platform encourage key reforms financial infrastructure capital markets ease private financing infrastructure","SDG 17","SDG 17.17"
"P092218","projects sustainability depend demonstration effects producing successful commercially viable infrastructure projects supported iiff","SDG 12","SDG 12.8"
"P092218","selection consultants follow established private sector commercial practices acceptable bank","SDG 17","SDG 17.17"
"P092218","shortertenor bonds recovered central bank cut overnight policy rate reduced yields shortterm certificates longerdated bonds benefited postmarch reduction risk averseness","SDG 17","SDG 17.13"
"P092218","significant progress fronts mobilize private sector investment including creation infrastructure sector policies welldesigned projects concession contracts transparent investor selection process","SDG 17","SDG 17.17"
"P092218","december increasing confidence countrys policy response crisis sustainability financing led largest appreciations usd region","SDG 12","SDG 12.1"
"P092218","infrastructure investment risen gdp insufficient meet growing demand existing infrastructure users address population access basic infrastructure services","SDG 17","SDG 17.5"
"P092218","smi potentially investments alongside iiff means develop expertise infrastructure sectors","SDG 17","SDG 17.5"
"P092218","smi established lean staffing management structure board commissioners board directors reflecting role investment vehicle government","SDG 17","SDG 17.5"
"P092218","smi owned enterprise ministry finance purpose invest infrastructure financing institutions provide funds infrastructure financing","SDG 9","SDG 9.1"
"P092218","key principles underlying projects technical design include critical role development longterm local currency debt market financing infrastructure projects positive role structured private infrastructure projects play increasing total investments key sectors limited amount public resources leverage larger amount private investment","SDG 17","SDG 17.4"
"P092218","short sections tollroads bulk water treatment plants begun operation","SDG 6","SDG 6.4"
"P092218","types infrastructure investment positive environmental health outcomes water sanitation facilities solid waste management","SDG 6","SDG 6.2"
"P092218","source staff estimates official data bi bapepamlk","SDG 16","SDG 16.10"
"P092218","specific actions included corruption investigations convictions senior management owned bank senior officials central bank investigations ongoing","SDG 16","SDG 16.5"
"P092218","specifically bank analytical financial sector limited capacity provide term local currency debt private infrastructure projects","SDG 17","SDG 17.4"
"P092218","specifically benefits measured economic analysis included savings vehicle operating costs voc reduction vehicle travel time vot due improved road conditions result improved riding quality travel speeds","SDG 3","SDG 3.6"
"P092218","sponsors subprojects approach iiff financing advisory services iiff decision support subproject based commercial viability procedures set operations manual agreed prior project effectiveness iiff bank ifc adb iiffs shareholders","SDG 16","SDG 16.7"
"P092218","srinivas vice president rashad kaldany vice president jyrki koskelo director anita george director georgina baker manager usha raomonari manager serge devieux naqvi coteam leader arun sharma coteam leader denis clarke senior investment officer matthias hedinger indonesia infrastructure finance facility loan equity investment collaborative bank effort","SDG 17","SDG 17.5"
"P092218","starting iiff investing equity stake projects","SDG 17","SDG 17.5"
"P092218","starting iiff investing equity stake projects","SDG 17","SDG 17.5"
"P092218","subject board approval banks loan ifcs equity investment iiff expected formally established october","SDG 17","SDG 17.5"
"P092218","substantial multi bilateral private sector domestic international equity participation driver sound governance","SDG 17","SDG 17.17"
"P092218","substantial multi bilateral private sector domestic international equity participation drive sound governance","SDG 17","SDG 17.17"
"P092218","returns stimulate sources private participation infrastructure","SDG 17","SDG 17.17"
"P092218","supported sound policies favorable external environment output grown strongly inflation reduced international reserves continue close time highs","SDG 17","SDG 17.13"
"P092218","sustainability","SDG 12","SDG 12.8"
"P092218","enhance coordination supervision finance minister combined bapepam form bapepamlk late indusiry insested nincyuitj marlots declirrc reflects policy bob stirrerdes","SDG 17","SDG 17.13"
"P092218","ensure quality senior management human resources iiff offer compensation line market effectively linked performance","SDG 12","SDG 12.2"
"P092218","ensure conflicts functions iiff perform broad advice government contractual structures project advisory project equity debt financing iiff create firewalls functions potential conflicts ensure employee involved project finance function simultaneously policy advisory project development mandates","SDG 17","SDG 17.4"
"P092218","taking account indonesias private sector infrastructure program infancy iiff expected play significant role future development pipeline team deliberately assumed slow rate growth iiffs balance sheet","SDG 17","SDG 17.17"
"P092218","adb proposes equity investment million loan million support iiff board approved investments march","SDG 17","SDG 17.5"
"P092218","approach benefited international experience infrastructure financing institutions","SDG 10","SDG 10.6"
"P092218","balance million pending paid equity contributed convertible subordinated debt earning return based current market rates","SDG 17","SDG 17.4"
"P092218","bank ifc teams consulting world bank conflicts office wbgcoi possibility potential perceived conflicts arising relation institutions participation project establishment iiff","SDG 16","SDG 16.1"
"P092218","bank development partners supporting government efforts addressing issues","SDG 16","SDG 16.8"
"P092218","bank leverage modest financial support iiff encourage infrastructure investment involvement bank brings credibility financial institution improves private investor confidence","SDG 17","SDG 17.17"
"P092429","recently statistical master plan smp mediumterm federal targeted program ftp development statistics russia prepared","SDG 17","SDG 17.19"
"P092429","report ru project appraisal document proposed loan ln amount million russian federation statistical system development project statcap apl program june poverty reduction economic management sector unit russian federation country unit europe central asia region document restricted distribution recipients performance official duties","SDG 1","SDG 1.1"
"P092429","rosstat total responsibility collection primary secondary data regional offices primary data collection undertaken field staff statistical offices rayon regional level processed data transferred central office arrangements","SDG 16","SDG 16.10"
"P092429","rosstat responsible preparation implementation federal targeted program ftp development statistics russia","SDG 17","SDG 17.19"
"P092429","rosstat finance cost equipment roll national system construction civil computing centers ongoing preexisting investment","SDG 17","SDG 17.5"
"P092429","rosstat finance cost equipment rollout national system construction civil computing centers ongoing preexisting investment","SDG 17","SDG 17.5"
"P092429","rosstat implement information communication technologies ict infrastructure developed stasys project successfully tested pilot regions russia","SDG 17","SDG 17.8"
"P092429","rosstat require practice technical assistance review current security privacy arrangements systems applications information cis identify security weaknesses develop plan action address security performance issues","SDG 16","SDG 16.10"
"P092429","rosstatrosstat drafted support international statistical community federal law oficial statistical services government statistics system russian federation","SDG 14","SDG 14.c"
"P092429","rosstats main functions mandated government regulation issued july establishing federal statistical service","SDG 1","SDG 1.4"
"P092429","russia adopted ftp developed smp met eligibility criterion statcap","SDG 16","SDG 16.8"
"P092429","russian federation statistical system project appraisal document europe central asia ecspe date june team leader misha","SDG 16","SDG 16.10"
"P092429","safeguard policies safeguard policies triggered project environmental assessment opbp","SDG 17","SDG 17.13"
"P092429","data enhance potential evidencebased decision policy program project levels","SDG 16","SDG 16.7"
"P092429","improved data availability enhance potential foe evidencebased decision policy program project levels","SDG 16","SDG 16.7"
"P092429","shodterm net flows payments net transfers development economics annex maps russian federation statistical system development project map produced map design unit","SDG 1","SDG 1.3"
"P092429","bea desire switch report based disbursement initial stage project implementation budgeting system incorporated accounting system","SDG 16","SDG 16.10"
"P092429","improvements rosstat conditional improvements system","SDG 16","SDG 16.10"
"P092429","statcap projects rule multiagency cover improvements agencies data producers major users","SDG 16","SDG 16.10"
"P092429","statcap projects rule multiagency nature cover improvements agenciesdata producers major users require involvement institutions stages implementation","SDG 16","SDG 16.6"
"P092429","statistical infrastructure enhanced action classifications standards ensure questionnaire design sample selection total classifications redesign project correct data collection editing imputation sss compatible deficiencies analysis dissemination procedures equivalent international lassifications results compared mastering international standards baseline data evaluate project filling statistical questioners utcome nternational organizations narmonized data surveys onducted sample basis reduction respondent enterprise burden resulting introduction administrative data replace survey data availability meta data statistical data published","SDG 8","SDG 8.3"
"P092429","statistics true public limited means cost recovery","SDG 17","SDG 17.17"
"P092429","statistics living standards poverty measurement","SDG 1","SDG 1.1"
"P092429","agencies pius advantage skilled consultants reliable suitable standalone computerized information systems","SDG 16","SDG 16.10"
"P092429","agencies advantage skilled consultants reliable suitable standalone computerized information systems","SDG 16","SDG 16.10"
"P092429","agencies puis advantage skilled consultants reliable suitable standalone computerized information systems","SDG 16","SDG 16.10"
"P092429","sustainability","SDG 12","SDG 12.8"
"P092429","sustainability project contribute significantly russian governments goal establishing egovernment","SDG 12","SDG 12.8"
"P092429","sustainability investments depends adequate operation maintenance om hardware systems software availability funds expand pilot project","SDG 17","SDG 17.5"
"P092429","sustainability investments promoted keeping projected operation maintenance costs longterm warranty contracts ensuring funding rollout system nation wide","SDG 17","SDG 17.5"
"P092429","sustainability infrastructure systems procedures project depend governments future budgetary support statistical system","SDG 16","SDG 16.10"
"P092429","address issue russian federation implemented mediumterm federal programs reform statistical system recent past interagency program completed","SDG 16","SDG 16.10"
"P092429","table summarizes financial management assessment risk ratings project fm risk risk risk mitigation measures risk rating mitigation country level mitigate risk recommended existing bea engaging private independent auditors","SDG 17","SDG 17.17"
"P092429","technical services related organization training procured foreign firms participate tenders estimated cost equivalent contract","SDG 16","SDG 16.1"
"P092429","accounting system acceptable bank","SDG 16","SDG 16.10"
"P092429","assessment found bea sufficient experience procurement cycle management","SDG 12","SDG 12.6"
"P092429","audit ssspd audit bea conducted independent private auditors acceptable bank international standards auditing","SDG 17","SDG 17.17"
"P092429","bank possesses unique expertise resources developing guiding comprehensive integrated targeted projects statistical capacity building","SDG 17","SDG 17.19"
"P093765","public versus private financing team government reviewed possibility private sector construct operate storage facility","SDG 17","SDG 17.17"
"P093765","records public consultations included emp","SDG 17","SDG 17.17"
"P093765","reforms turkish natural gas sector governed natural gas market law","SDG 14","SDG 14.c"
"P093765","regulatory sector policy issues","SDG 17","SDG 17.13"
"P093765","regulatory covenants botas submit january regulatory proposal cover aspects approach setting tariffs storage business including acceptable rate return regulated asset base determination regulated asset base transmission storage depreciated replacement cost basis adequately compensates domestic international inflation botas weighted average cost gas wacog bank monthly basis applicable wholesale purchases","SDG 17","SDG 17.1"
"P093765","regulatory covenants botas submit emra january regulatory proposal cover aspects approach setting tariffs storage business including acceptable rate return regulated asset base determination regulated asset base transmission storage depreciated replacement cost basis adequately compensates domestic international inflation weighted average cost gas wacog bank monthly basis applicable wholesale purchases","SDG 17","SDG 17.1"
"P093765","regulatory risk concept stage team identified regulatory risk stemming lack inadequate tariffs specific regulatory policy storage","SDG 17","SDG 17.13"
"P093765","renewable energy project project support development electricity generation renewable energy sources private companies","SDG 17","SDG 17.17"
"P093765","roles responsibilities botas contractors responsible adopting emp construction implementation mitigation measures stated emp required compliance emp project environmental standards","SDG 13","SDG 13.a"
"P093765","safeguard policies safeguard policies triggered project environmental assessment opbpgp","SDG 17","SDG 17.13"
"P093765","schematic diagram cavern construction ii rlne line fresh water facilities km fresh water pideline","SDG 6","SDG 6.4"
"P093765","security supply reliability storage contingency supply source avoid short longtern gas supply shortfalls resulting unplanned interruptions supply loss import capacity","SDG 12","SDG 12.3"
"P093765","security supply storage security supply purposes avoid gas shortfall due exceptional unexpected events rn unplanned supply restriction failure import supply import pipelines lng terminals risk perceived iran recently deliver contracted quantity ukraine interrupted russian gas flowing turkey past rn exceptionally poor hydro conditions requiring increased gas fuelled electricity generation rn exceptionally cold winter experienced","SDG 7","SDG 7.1"
"P093765","subject obligatory audit sworn certified public accountants","SDG 17","SDG 17.17"
"P093765","septic tank replaced package treatment plant","SDG 2","SDG 2.5"
"P093765","observed adequate monitoring devices installed regularly monitor quantity discharge quality contents sediments water","SDG 6","SDG 6.3"
"P093765","similarly emra hoping storage investment occur minimum consumption requirement set ngml met","SDG 17","SDG 17.5"
"P093765","simulations hourly peak conditions carried synergee software configuration system tuz golu","SDG 16","SDG 16.10"
"P093765","botas paid cushion gas reduced price thousand single cycle cost storage botas thousand assuming volume storage seasonal storage security supply benefits","SDG 12","SDG 12.6"
"P093765","natural gas produces greenhouse gases unit energy combustion coal project expected enable reduction greenhouse gas emissions","SDG 7","SDG 7.1"
"P093765","leaching caverns dependent water reservoir banks safety opbp triggered","SDG 6","SDG 6.4"
"P093765","project region rural air quality depends emissions originate sources heating purposes le coal soil","SDG 15","SDG 15.3"
"P093765","project construction depend hirfanli dam banks operational policy op safety dams triggered","SDG 17","SDG 17.13"
"P093765","tuz golu single cycle reasonable pay repeatedly injections withdrawals rates","SDG 12","SDG 12.6"
"P093765","sludge brine settling tanks solid particles becollected settling tanks impacts brine discharge lake discharge location unproductivearidarea terms water quality ecological characteristics agricultural activities exist salt production lake based official maps field surveys discharge plume remain boundaries unproductive","SDG 2","SDG 2.4"
"P093765","soil properties soil distributions soil land conditions slope erosion degrees examined","SDG 15","SDG 15.3"
"P093765","specifically botas found investment requirements tuz golu compressors mw afyon compressors mw horasan loopline length km eskisehir valve","SDG 17","SDG 17.5"
"P093765","spillway hirfanli dam free crest spillway","SDG 17","SDG 17.12"
"P093765","staff aware line communication emergency situations floods earthquakes","SDG 13","SDG 13.3"
"P093765","economic enterprises turkey subject basic accounting auditing obligations apply companies turkey","SDG 9","SDG 9.3"
"P093765","storage discussed turkey natural gas storage capacity","SDG 17","SDG 17.19"
"P093765","storage contingency supply source avoid short longterm gas supply shortfalls resulting unplanned interruptions supply loss import capacity","SDG 12","SDG 12.3"
"P093765","sustainability project designed meet mediumterm gas storage importantly establish technical sitespecific capacity enable fbrther development","SDG 12","SDG 12.1"
"P093765","increase requirements affected lowering depreciation rate enhancement regulated asset base offset adverse impact","SDG 11","SDG 11.6"
"P093765","increase requirements affected depreciation rate enhancement regulated asset base offset adverse impact","SDG 11","SDG 11.6"
"P093765","requested separate eia water pipeline project design altered result public consultations","SDG 6","SDG 6.4"
"P093765","station capacity mw required enable increased supply russia erzincan station compression capacity enable import natural gas azerbaijan","SDG 17","SDG 17.19"
"P093765","gas storage facility estimated costus million gas storage facility underground salt formation located close tuz golu salt lake south central turkey","SDG 17","SDG 17.6"
"P093765","gas storage facility gas storage facility underground salt formation located close tuz golu salt lake south central turkey","SDG 17","SDG 17.6"
"P093765","projections factor expenditure investments","SDG 17","SDG 17.5"
"P093765","research gallery body plant building analyzed water movement detected","SDG 9","SDG 9.5"
"P093765","effectively handled policy dialogue botas","SDG 17","SDG 17.13"
"P093765","establish technical feasibility tuz golu salt structure evaluated seismic characteristics site mechanical characteristics salt cores hydrological requirements leachate water supply brine disposal","SDG 6","SDG 6.4"
"P093765","taking public concerns consideration botas altered project design utilize hirfanli dam reservoir fresh water resource","SDG 6","SDG 6.4"
"P093765","tariffs anticipated increase change change prices","SDG 10","SDG 10.1"
"P093765","technical risks risk risk rating mitigation measure","SDG 13","SDG 13.a"
"P093765","technical technology proposed adoption solution mining caverns technology successklly employed world","SDG 17","SDG 17.8"
"P093765","temporary easement access pipeline construction land restored original condition permanent easement wide disrupted construction returned original condition carrying permanent restrictions land avoid damage pipe land acquisition parcels pump stations storage tanks compressor stations larger tracts storage","SDG 15","SDG 15.3"
"P093765","ability tuz golu deliver volumes pressure enable system avoid investments operating costs fuel","SDG 17","SDG 17.5"
"P093765","allowable costs assets storage existing assets excluding lng added rab month completion including capitalized construction lregulation applied basis rate return equity costs debt financing treated cost passthrough","SDG 17","SDG 17.4"
"P093775","romania shown strong commitment ensure past gef activities sustainable providing budget institutional resources","SDG 16","SDG 16.6"
"P093775","romania largest land drainage countries comprising danube basin largest population share","SDG 15","SDG 15.3"
"P093775","romania playing leadership role region undertaking actions aimed reducing discharge nutrient load romanian ground water surface waters continue supporting regional replication efforts","SDG 6","SDG 6.4"
"P093775","romania committed improving water quality reducing nutrient pollution entire territory agreed danube river black sea conventions embedded eu accession agreements nitrate water framework directives","SDG 12","SDG 12.4"
"P093775","romania rural education ibrd ipdo ss approval date status implementation","SDG 4","SDG 4.b"
"P093775","romanian agriculture dominated individual household farms agricultural holdings varying ha ha","SDG 2","SDG 2.b"
"P093775","romanian agriculture million agricultural holdings varying size ha ha dominated individual household farms hectare farms qualified subsistence holdings farms agricultural land","SDG 2","SDG 2.b"
"P093775","romanias access eu significant implications organization management improved agricultural sector","SDG 2","SDG 2.b"
"P093775","romanias accession european union january represents tremendous achievement poses immense challenge","SDG 8","SDG 8.10"
"P093775","romanias committed efforts eu accession favorable political climate recognition links sustainable agriculture environment provide excellent window opportunity bank gef assist country undertaking nutrient reduction program eu mandated water framework directive nitrates directive agrienvironment program","SDG 13","SDG 13.2"
"P093775","rural households public buildings schools community centers local public administration commonly lack indoor toilets running water hand washing","SDG 6","SDG 6.4"
"P093775","rural households public buildings schools community centers local public administration commonly lack indoor toilets running water hand washing","SDG 6","SDG 6.4"
"P093775","rural poverty national average access water sanitation rural remain low","SDG 6","SDG 6.2"
"P093775","rural waste management improved waste management percentage households determine awareness campaign practices adopted households livestock adopting improved waste animal waste systems livestock targeted management practices appropriately designed properly communes managed farms","SDG 13","SDG 13.3"
"P093775","safeguard policies triggered","SDG 17","SDG 17.13"
"P093775","safeguard policies safeguard policies triggered project environmental assessment opbp","SDG 17","SDG 17.13"
"P093775","sanitation biogas local design contract established local selection process beneficiary commune leadership representation water basin staff","SDG 6","SDG 6.2"
"P093775","sanitation schemes developed affordable customer willingness pay criteria","SDG 6","SDG 6.2"
"P093775","se boundaries colors denominations information shown map imply judgment legal status territory endorsement acceptance boundaries","SDG 16","SDG 16.9"
"P093775","project build capacity national administration romanian waters subordinated mesd designated lead interagency river basin county levels nitrates directive including coordinating efforts agencies reporting eu memw progress","SDG 6","SDG 6.4"
"P093775","project build capacity anar subordinated mesd designated lead interagency river basin county levels nitrates directive including coordinating efforts agencies reporting eu progress","SDG 17","SDG 17.19"
"P093775","selected indicators inpcp feed system designed monitoring implementation action plan water protection pollution nitrates agricultural sources incorporated national integrated monitoring system pollution nitrates agricultural sources","SDG 12","SDG 12.4"
"P093775","selection counties basis maximum nvzs proximity county river basin headquarters facilitate participation river basin authorities implementation process willingness county council participate project","SDG 6","SDG 6.6"
"P093775","seth sectors animal production sanitation sector managerdirector juergen voegele sewerage solid waste project id po management crops lending instrument specific investment loan themes environmental policies institutions pollution management environmental health water resource management land administration management rural services infrastructure environmental screening category partial assessment global supplemental id po team leader shepardson lending instrument global environment sectors animal production sanitation facility gef grant sewerage solid waste focal iinternational waters management crops supplement blended themes environmental policies institutions water resource management pollution management environmental health rural services infrastructure land administration management xi grant guarantee loanscredit sothers total bank financing usm","SDG 12","SDG 12.4"
"P093775","sewage collection wastewater treatment investments financed limited commune pollution imminent due households piped water flush toilets inside house septic tanks overflow directly discharged recipient waters","SDG 12","SDG 12.4"
"P093775","share income consumption poorest qunitile prevalence malnutrition children","SDG 16","SDG 16.2"
"P093775","significant eu grants agriculturecap pillar private farms onfarm capital investments","SDG 17","SDG 17.17"
"P093775","similarly government strategy water sewerage provision emphasizes regionalization priority improve cost effectiveness service quality","SDG 6","SDG 6.4"
"P093775","similarly significant increase package environment friendly agricultural practices cover total arable land project","SDG 2","SDG 2.b"
"P093775","mediumsized farms typically account impacts environment awareness alternatives meeting nitrates directive compliancerequired receive farm subsidy payments nitrate vulnerable zones nvzsis low","SDG 12","SDG 12.c"
"P093775","soils accumulation periodic evaluation daily communeplatform composed manure quantities stored operator due lack platform sufficient manure disposal excess periodic epa inspectors spreading equipment provisions code agricultural practices daily communelplatform application operator accumulation platform operation periodic epa inspectors household waste manual platform noise odor odorsmell wastewater pumps treatment facility poorly maintained","SDG 2","SDG 2.b"
"P093775","solid waste rural households typically lacks formalized collection disposal service comingled animal wastes","SDG 12","SDG 12.4"
"P093775","hectare farms qualify subsistence holdings","SDG 12","SDG 12.3"
"P093775","key lessons learned past investments included projects design include continuous involvement local administrations communities project preparation implementation essential ensure ownership project successful","SDG 17","SDG 17.5"
"P093775","projects note relevance project include european investment bank eib financing dambovita county galatia city wastewater investments","SDG 11","SDG 11.6"
"P093775","special attention drainage contractors introduction hazardous wastes proper disposal oil hazardous materials rehabilitation adequate sanitary facilities including disposal wastewater sewerage environment impacts mitigation measures institutional media affected responsibility air quality dust dust control water contractors construction means dust evident noise noise disturbance restrict construction contractors construction hours operation social ensure construction equipment contractors environment setbacks staging restrict residential access daily commune residents aesthetic risk construction building site contractors landscape debris dumped cleaned debris nearby water bodies waste materials disposal disposed accordance construction waste clauses wood bills quantities","SDG 12","SDG 12.4"
"P093775","special attention promotion cost effective solutions plans sustain operating maintenance costs","SDG 12","SDG 12.8"
"P093775","specific interventions awareness required promote convergence investments nvzs","SDG 17","SDG 17.5"
"P093775","stakeholder local government commitment involvement key elements community considerations uptake routine adoption pollution minimizing agricultural practices","SDG 14","SDG 14.1"
"P093775","started project gefsupported pilot activity calarasi county gef grant million aims promote environmentally friendly agricultural practices reducing nutrient discharge ground surface waters agricultural sources romania","SDG 2","SDG 2.a"
"P093775","subsequent project investments rolled nvzscommunes eligible counties total nvzscommunes covered","SDG 17","SDG 17.5"
"P093775","subsequent project investments rolled nvzscommunes remaining counties project target counties arges county argesvedea river basin buzau buzauialomita river basin valcea county olt river basin iasi county prutbarlad river basin bacau neamet counties siret river basin cluj county somestisa river basin timis county banat river basin bihor county crisuri river basin mures county mures river basin dolj county jiu river basin support investments total nvucommune annex data eleven counties nvzs selection criteria","SDG 17","SDG 17.5"
"P093775","subsequent project investments focus eligible communes thirtyfour counties ten river basins replication public awareness efforts focused basin wide","SDG 13","SDG 13.3"
"P093775","subsequently communes nvzs training demonstration sites selected basis identification nvz significant contributions household livestock waste agricultural land practices reduce nutrient discharge demonstrated confirmation county council andor commune ready cofinance project availability mayor project contribute inkind project costs explicit agreements compatibility project interventions waste management countys plans water supply waste management","SDG 2","SDG 2.4"
"P093775","subsequently demand commune assessed annually prior finalizing project investments ahead","SDG 17","SDG 17.5"
"P093775","subsequently prior launching investment program pmu agree county councils concerned communes contracted agencies targets final desigrdimplementation program budget ahead","SDG 17","SDG 17.5"
"P093775","summary investment program livestock household waste management","SDG 17","SDG 17.5"
"P093775","sustainability replicability","SDG 12","SDG 12.8"
"P093775","avoid risk involuntary resettlement communes involved formally agree project required land owned public administration encroachments","SDG 17","SDG 17.17"
"P093775","clarify revised pad targeted project sites reduction nutrient load discharge water bodies critical sampling","SDG 6","SDG 6.4"
