"Project","Text","SDG","Target"
"P158418","table provisional list irrigation modernization schemes financed project gross age financing scheme province irrigation ha alasehir manisa atabey isparta estimated prices page turkey irrigation modernization project eregli ivriz konya uzunlu yozgat component innovation institutional support gef million component provide direct design implementation support dsi subcomponent designing piloting national program wua capacitybuilding million include gef grant provide support dsi implementation nationwide program improve wuas capacity water management","Water","Water.NA"
"P158418","table water balance information akarçay basin eber karabag subbasins basinsubbasin inflow water inflow safe yields extraction km hmyr hm hmyr","Water","Water.NA"
"P158418","taking consideration challenges dsi cooperative gef funding pilot installation solar panels exploit afyons rich solar energy potential figure generating electricity lower om costs cooperative","Climate mitigation","Climate mitigation.NA"
"P158418","action plan prepared previous ministry forestry water affairs mofwa improving water agriculture identifies priorities renewal canals networks replacement closed systems ii expansion waterefficient closed systems modern irrigation methods existing irrigation projects iii increasing studies adoption technologies iv acceleration land consolidation irrigation increasing network efficiency","Climate mitigation","Climate mitigation.NA"
"P158418","actual amount water mha crop water requirement mha outmoded irrigation methods scheme dysfunction","Water","Water.NA"
"P158418","adverse social impacts occur construction activities limited nuisance caused dust noise temporary interruption water supply community health safety","Water","Water.NA"
"P158418","aim provide supplemental irrigation ha agricultural land mcm total water requirement mcm met groundwater abstraction","Water","Water.NA"
"P158418","assessment project potential achieve net carbon sink tcoe emission results tcoe","Climate mitigation","Climate mitigation.NA"
"P158418","availability reliable pressurized water supply enable adoption efficient onfarm irrigation systems practices financed government programs private investments combined impact expected eventually lead percent reduction page turkey irrigation modernization project water hectare existing levels","Water","Water.NA"
"P158418","baseline land result baseline emissions tcoeq due perennial trees acting carbon sink","Climate mitigation","Climate mitigation.NA"
"P158418","calculation considers onfarm production cost cost synthetic organic fertilizer chemicals machinery land preparation planting labor cost marketing cost materials plastic cover rope sticks water user association fees irrigation facility cost","Climate adaptation","Climate adaptation.NA"
"P158418","climate project mediterranean central anatolian climate types","Climate adaptation","Climate adaptation.NA"
"P158418","climate project moderate","Climate adaptation","Climate adaptation.NA"
"P158418","conversion unspecified land perennial yield gross net emissions tcoeq","Climate mitigation","Climate mitigation.NA"
"P158418","decrease water requirement improve availability subbasin level buffer climate change impacts","Water","Water.NA"
"P158418","design cpf based findings systematic country diagnostic finalized highlighted water availability sustainable key challenges turkeys future development","Water","Water.NA"
"P158418","difference gross emissions baseline emissions projects net emissions","Climate mitigation","Climate mitigation.NA"
"P158418","efa justifies project financing decision main results analysis summarized impact household incomes modernization irrigation schemes shift cropping patterns crops schemes shift cereals vegetables fruits establishment cultivation greenhouses restoring cropped increasing productivity due water nutrient management","Water","Water.NA"
"P158418","effort aimed promoting sustainable land management practices protection agricultural lands production potential integrity improved water management land consolidation agricultural land improvement services land planning establishment land information systemdata bases","Water","Water.NA"
"P158418","esmf covers complete scope subproject activities camp sites water supply sources quarries excavations pipe installations list expected environmental social impacts suggests mitigation monitoring measures potential impact","Water","Water.NA"
"P158522","staff trained water description provided","Water","Water.NA"
"P158522","stringent pre post data collection ghg measurement estimation techniques applied validation trial","Climate mitigation","Climate mitigation.NA"
"P158522","subcomponent activities based individual subbasin development plans sbdps reviving traditional water bodies tanks ewater resource department","Water","Water.NA"
"P158522","water shortages due decreasing storage capacity dilapidated infrastructure irrigation systems poor water management","Water","Water.NA"
"P158522","tamil nadu waterstressed integrated multisectoral spatial perspectives water resources planning management balance agriculture domestic water industrial commercial water hydropower environmental demands increasingly variable overexploited polluted surface water groundwater resources watershed basin context","Water","Water.NA"
"P158522","tamil nadu waterstressed continues experience water shortages expected exacerbate future","Water","Water.NA"
"P158522","tanuvas validate precisionbalanced feeding technology precision mineral feeding reduce ghg emissions","Climate mitigation","Climate mitigation.NA"
"P158522","activities aimed enhancing productivity climate resilience implemented department agriculture aim increasing cropping intensity productivity promoting diversification low water requiring crops promoting improved farm implements tools","Water","Water.NA"
"P158522","activities support activities related integrated water resources planning management facilitate targeted projectrelated activities related multisectoral subbasin planning data analytical services targeted knowledge products training application modern geospatial technologies interfacing academia special studies","Water","Water.NA"
"P158522","agriculture sector highly exposed climatic risks droughts floods cyclones erratic rainfall frequently affected performance agriculture sector past","Climate adaptation","Climate adaptation.NA"
"P158522","aim improve irrigation water delivery farmers tail distribution system empowering wua farmer directly participate executing ofd","Water","Water.NA"
"P158522","assumptions efa provide input ghg assessment linked projects results framework outcome indicators related irrigated crop diversification adoption improved agronomic practices increased productivity","Climate mitigation","Climate mitigation.NA"
"P158522","ccwm starts sensitization community water situation joint walk attended stakeholders farmers larger villagetank community villagelevel officials water resources agriculture horticulture fisheries animal husbandry agricultural engineering agriculture marketing departments project participants taking account availability water sources water requirements agriculture horticulture livestock production domestic evaporation seepage run loss","Water","Water.NA"
"P158522","ccwm sensitize community water balance smart specific measurable attainable realistic timely agriculture model villages enable draw communitylevel action plan sustainable optimum water","Water","Water.NA"
"P158522","cer include mitigation recovery reconstruction natural disasters severe droughts floods disease outbreaks landslides","Climate adaptation","Climate adaptation.NA"
"P158522","cer include mitigation recovery reconstruction natural disasters severe droughts floods disease outbreaks landslides","Climate adaptation","Climate adaptation.NA"
"P158522","convergence service delivery departments involved water sector critical promoted establishing strengthening single window information farmers project half irrigation water tube due insufficient seasonal water supply surface irrigation","Water","Water.NA"
"P158522","demonstrations focus promoting payoff interventions reducing carbon water footprint cropping systems","Water","Water.NA"
"P158522","esia consultation encroachments water bodies irrigation tanks project","Water","Water.NA"
"P158522","esia completed covering sample subbasins agro climatic zones keeping mind representativeness geographic spread project","Climate adaptation","Climate adaptation.NA"
"P158522","esmf includes negative list investments project finance screening criteria measuring risk subprojects pest management plan giving details process action steps improve pesticide procurement handling storage disposal template emp subprojects irrigation infrastructure environmental codes practices sectorthemespecific practices integrated pest nutrient management approach reducing pesticides agrochemicals strategy safeguards capacitybuilding training plan stakeholders communication strategy implementation identified mitigation measures","Climate mitigation","Climate mitigation.NA"
"P160408","extreme temperature analyses historic climate data country level provide evidence heat increase","Climate adaptation","Climate adaptation.NA"
"P160408","research extension mainstreaming climateresilience agricultural research technical advisory services updated district sreps target internalized climate annual atma resilience agenda actual","Climate adaptation","Climate adaptation.NA"
"P160408","resolves conflicts grievances page maharashtra project climate resilient agriculture operational level organagency key roles responsibilities human resources subdivision level office subdivision administrative head subdivision level","Climate adaptation","Climate adaptation.NA"
"P160408","results framework monitoring results framework country india maharashtra project climate resilient agriculture project development objectives enhance climateresilience profitability smallholder farming systems selected districts maharashtra","Climate adaptation","Climate adaptation.NA"
"P160408","results ghg balance analysis","Climate mitigation","Climate mitigation.NA"
"P160408","scenario scenario scenario current baseline nutrient management agronomic practices water management manure application page maharashtra project climate resilient agriculture annex economic financial analysis summary project description","Water","Water.NA"
"P160408","scientific evidence paramount provide analytical underpinning developing implementing sector strategies policies internalize climate change support sustainability activities investments carried project","Climate adaptation","Climate adaptation.NA"
"P160408","seeds supply promotion climate resilient crop varieties definition indicator measures share production project oilseeds pulses cultivated certified seeds improved varieties","Climate adaptation","Climate adaptation.NA"
"P160408","seeds supply promotion climate resilient crop varieties oilseeds soybean pulses pigeon chick target pea production pocra mis cultivation annual mssc certified seeds improved varieties actual share","Climate adaptation","Climate adaptation.NA"
"P160408","semi annually pocra mis pmu mie agriculture improved meterm specialized firm availability surface water agriculture farm ponds description indicator measures surface water storage capacity created project supported farm community ponds","Water","Water.NA"
"P160408","services include research extension training icts inputs fertilizers pesticides labor productionrelated services soil water testing animal healthveterinary services phytosanitary food safety services agricultural marketing support services price monitoring export promotion access farm postharvest machinery storage facilities irrigation drainage finance","Water","Water.NA"
"P160408","shallow water tables observed percent covering km districts including wardha yavatmal akola washim nanded hingoli beed project districts","Water","Water.NA"
"P160408","similarly based banks global experience climate innovation centers cic set climate technology program maharashtra cic expected leverage funding including private sector support growth agenda smes climate solutions agriculture water energy maharashtra","Climate adaptation","Climate adaptation.NA"
"P160408","continuation strong economic growth performance supported water availability sectors economy maharashtra manage water resources enhance efficiency water agriculture focus increasing availability agriculture sector green water rainwater stored soil soil moisture","Water","Water.NA"
"P160408","singh climate resilient villages sustainable food security tropical india concept process technologies institutions impacts","Climate adaptation","Climate adaptation.NA"
"P160408","smallholder farmers gain knowledge technology transfer page maharashtra project climate resilient agriculture access assets enhance climate resilience farms increased revenue crop diversification participation emerging chains","Climate adaptation","Climate adaptation.NA"
"P160408","special efforts include interventions specific women cluster development investment plans poor vulnerable households scheduled page maharashtra project climate resilient agriculture casts scheduled tribes","Climate adaptation","Climate adaptation.NA"
"P160408","agriculture universities sau line departments government agencies institutions district district level benefit strategic partnership project mainstreaming climate resilience agriculture","Climate adaptation","Climate adaptation.NA"
"P160408","subsequently clusters selected pocra implementation covering climate vulnerable villages addition affected level soil salinity sodicity","Climate adaptation","Climate adaptation.NA"
"P160408","approaches desired existing watersheds careful planning causing distress groundwater conditions bringing irrigation rainfed lands buffering adverse climatic anomalies droughts","Climate adaptation","Climate adaptation.NA"
"P160408","table impact project activities ghg balance including emissions inputs form fertilizers pesticides energy electricity diesel consumption","Climate mitigation","Climate mitigation.NA"
"P160408","taking account sensitivity scenarios ghg accounting err reduces percent percent net ghg balance drops tcoeqhayear","Climate mitigation","Climate mitigation.NA"
"P160408","agriculture sector major potential reducing ghg emissions improving environmental management enhanced soil water conservation climateresilient farm management practices","Climate mitigation","Climate mitigation.NA"
"P160408","agriculture sector dominant sectors contributing ghg emissions india global scale","Climate mitigation","Climate mitigation.NA"
"P160408","agriculture sector opportunities reducing ghg emissions enhancing carbon stocks","Climate mitigation","Climate mitigation.NA"
"P160408","water ground surface project districts influenced flow upstream smallscale communitybased irrigation systems existing farm ponds run water conservation recharge structures importantly optimal groundwater withdrawal potential","Water","Water.NA"
"P160408","banks climate technology program ctp trade competitiveness global practice established growing global network cics","Climate adaptation","Climate adaptation.NA"
"P160408","cic established project broad range services business development coaching incubation growthoriented private sector companies seeking scale climate solutions project","Climate adaptation","Climate adaptation.NA"
"P160408","cic expected carry multiple functions ranging business development services training growthoriented agribusiness smes fpos ii coaching incubation services smes seeking scale climate solutions agriculture water sector maharashtra iii facilitating access capital growthoriented smes climate solutions iv policy advisory services climate resilience agriculture sectors economy","Climate adaptation","Climate adaptation.NA"
"P160408","cic set project operates center excellence seeks build capacity private sector innovate local solutions selected climate sectors agriculture water energy","Climate mitigation","Climate mitigation.NA"
"P160408","climate disaster risk screening tool level screening short longterm climate disaster risks stage project design","Climate adaptation","Climate adaptation.NA"
"P160408","climateresilient technologies promoted project directly contribute efficient scarce water resources scaling micro irrigation systems expanding surface water storage facilitating managed aquifer recharge","Water","Water.NA"
"P160408","component focuses commodity chains major staple food crops produced rainfed conditions majority farmers pulses chick peas pigeon peas oilseeds soybean cereals sorghum sau maharashtra seed supply company mssc recently developing promoting crop varieties suited evolving climatic conditions drought tolerant salt tolerant short maturity cycle ii fruits vegetables including pomegranate banana citrus custard apple tomato onions increasingly grown project agricultural diversification mitigate risks climate variability enhance farmers income security","Climate adaptation","Climate adaptation.NA"
"P160408","component focuses fpcs engaged emerging chains commodities potential contributing climate resilience agriculture pulses oilseeds improved water management fruits vegetables diversification agenda","Water","Water.NA"
"P160408","component supports activities enhance climate resilience farm gate provide endtoend solutions chains agricultural commodities selected contribution climateresilient farming","Climate adaptation","Climate adaptation.NA"
"P160408","component supports mainstreaming climate resilience districtlevel strategic research extension plans srep sreps multiyear strategy documents dissemination innovations coordinated interaction field agricultural universities sau krishi vigyan kendras kvk districtlevel agricultural extension services atma farming community","Climate adaptation","Climate adaptation.NA"
"P160408","component develop absorptive capacity stakeholders selected commodity valuechains prepare recover negative impacts climate events","Climate adaptation","Climate adaptation.NA"
"P160911","preliminary assessment impacts effluent water quality limpopo river improvement quality effluent discharged limpopo river wastewater collected treated newly rehabilitated wwtps compliance national standards chemical oxygen demand cod biochemical oxygen demand bod","Water","Water.NA"
"P160911","economic benefits wastewater treatment investments benefit million increased quality effluent wastewater treatment facilities increase revenues volumes wastewater treated due volumes water supply avoided cost sludge transportation letlhakane wwtp increased revenue sludge emptying letlhakane wwtp total","Climate mitigation","Climate mitigation.NA"
"P160911","economic benefits water supply investments benefit million elimination water rationing additional water sales arising increasing residential nonresidential demand additional water sales arising availability water derived decreased technical losses savings operating costs due reductions technical losses total","Water","Water.NA"
"P160911","costs estimated economic benefits cost million component component production costs additional water sales residential nonresidential nrw production costs wastewater treatment investment cost maintenance rehabilitation costs total","Water","Water.NA"
"P160911","prior wuc responsible urban water services gaborone jwaneng lobatse south francistown selebi phikwe sowa north","Water","Water.NA"
"P160911","prior reforms responsibility service delivery including sanitation sewerage wastewater divided water utilities corporation wuc district councils department water affairs dwa ministry land management water sanitation services mlws","Water","Water.NA"
"P160911","prioritized activities enable implementation development agenda outlined ndp strategic focus improving water security developing resilience droughts water shocks strengthened water resources management planning capacity effective wrm instruments","Water","Water.NA"
"P160911","prioritized activities enable implementation development agenda outlined ndp strategic focus improving water security developing resilience droughts water shocks","Water","Water.NA"
"P160911","priority actions include updating national water master plan adoption iwrmwater efficiency strategy finalizing national water conservation water demand management strategy disseminating implementing recently adopted water policy","Water","Water.NA"
"P160911","production pipework construction groundwater assessment capacity increased km gravity fed raw water social assessment day","Water","Water.NA"
"P160911","project beneficiaries include existing consumers benefit improved water supply improved wastewater services","Water","Water.NA"
"P160911","prolonged periods water rationing arising chronic drought added financial stress utility","Water","Water.NA"
"P160911","proposed water supply wastewater infrastructure investments amount million","Water","Water.NA"
"P160911","rap social audit required prepared prior civil million ghanzi kuke water sitespecific environmental social assessment carried","Water","Water.NA"
"P160911","raw water pricing model demand management project promote efficiency water support development raw water pricing model","Water","Water.NA"
"P160911","recognizing competition water resources growing future sectors demands met subcomponent aims strengthening water resources management framework supporting establishment regulatory functions developing regulatory tools water abstraction pricing strategy","Water","Water.NA"
"P160911","recognizing importance water botswanas development government botswana gob initiated water sector reform program wsrp intention leveling services water users country uniform standard water wastewater service","Water","Water.NA"
"P160911","recurrent protracted droughts ongoing baseline water stress measures competition surface water calculated withdrawals renewable supply","Water","Water.NA"
"P160911","rehabilitation undertaken existing customers quantity andor quality water supply services enhanced","Water","Water.NA"
"P160911","results framework monitoring results framework country botswana emergency water security efficiency project project development objectives improve availability water supply drought vulnerable increase efficiency wuc strengthen wastewater management selected systems","Water","Water.NA"
"P160911","revenues measured volume water billed times average tariff cubic meter adjusted collection revenue rate percent","Water","Water.NA"
"P160911","revenues measured volume water billed times average tariff cubic meter affected metering ratio percent collection revenue rate percent","Water","Water.NA"
"P160911","savings operating costs due reductions technical losses masunga north east tutume district ghanzi water supply schemes","Water","Water.NA"
"P160911","botswana national water master plan","Water","Water.NA"
"P160911","sector engagement partners advance water security agenda botswana","Water","Water.NA"
"P160911","selebiphikwe mc selebi phikwe serule water transfer scheme construction water supply pipelines booster station collector tanks supply identified villages improved drinking water quality water treatment facility letsibogo dam objective improving efficiency reliability water supply serule damuchojena gojwane topisi moreomabele villages","Climate adaptation","Climate adaptation.NA"
"P160911","selfproviders pay water rights attained water apportionment board raw water abstraction","Water","Water.NA"
"P160911","service charges estimated multiplying volume water billed households sewerage service current wastewater treatment tariff table","Water","Water.NA"
"P160911","settlement water supply power source installation water supply beneficiaries bere settlement km supply mains designs completed bidding augmentation existing demand met source settlement documents ready project existing bh construction million stress","Climate adaptation","Climate adaptation.NA"
"P160911","shahriari safeguards specialist social safeguards gsu jemima harlley team program assistant afcs kisa mfalila safeguards specialist environmental safeguards gen loungo lolo tibone team operations analyst afmbw lead water supply martin","Water","Water.NA"
"P160911","similar arrangements recently closed ibrd financed energy sector project botswana power corporation bpc implementing agency","Climate mitigation","Climate mitigation.NA"
"P160911","dikgatlhong dam supplies potable water city gaborone essential quality discharged effluent mambo wwtp stringently complies legislated standards construction operational phases project","Water","Water.NA"
"P160911","dikgatlhong dam supplies potable water city gaborone essential quality discharged effluent mambo wwtp stringently meets national legislated standards construction operational phases project","Water","Water.NA"
"P160911","wuc provide continuous water supply due chronic drought led hour water rationing days week mcs","Water","Water.NA"
"P160911","western botswana surface water rely groundwater extremely low recharge rates","Water","Water.NA"
"P160911","schemes included component designed sources groundwater water alternative andor backup source arise","Water","Water.NA"
"P160911","sowa water investment improve equipping boreholes procured","Water","Water.NA"
"P160911","stakeholders low page emergency water security efficiency project","Water","Water.NA"
"P160911","substantial investments required align water security requirements growing demands botswanas increasingly prosperous population","Water","Water.NA"
"P160911","supply master water supply km pipeline mm plan beneficiaries nata manxotai gravity line designed designs connection maposa sepako","Water","Water.NA"
"P162679","savings expand irrigated surface water rabi boro","Water","Water.NA"
"P162679","specifically groundwater levels monitored water investigation directorate swid monitoring magnitude groundwater withdrawal undertaken","Water","Water.NA"
"P162679","substantive occurred climate rainfall patterns northeast india evidence additional climate parameters","Climate adaptation","Climate adaptation.NA"
"P162679","table iii climate rainfall details damodar river rainfall runoff","Climate adaptation","Climate adaptation.NA"
"P162679","table iii water balance alberto garrido pedro martınezsantos","Water","Water.NA"
"P162679","analysis accounts increased intensification flooding events related climate change ii economic activity economic sectors","Climate adaptation","Climate adaptation.NA"
"P162679","analysis revealed institutional weaknesses management scheme water data monitoring virtually absent","Water","Water.NA"
"P162679","baseline groundwater level average trendcorrected pre monsoon water level observation","Water","Water.NA"
"P162679","core outcomes project measured indicators improve irrigation service delivery provided improved irrigation drainage services corporate results indicator compliance agreed water delivery schedule isps contract compliance irrigation water supply main canal distributary canal strengthen flood risk management rate reduced flood depth monitoring compared equivalent flood depth improve climate change resilience arrest rate decline groundwater levels semicritical blocks defined groundwater management rea deterioration groundwater level trends safe blocks defined groundwater management","Water","Water.NA"
"P162762","project development objective indicators resultframet bl pd indicator dli baseline intermediate targets target reduce energy central government buildings projected energy fuel savings cri mega joules","Climate mitigation","Climate mitigation.NA"
"P162762","project indicator table reports energy savings mj","Climate mitigation","Climate mitigation.NA"
"P162762","projected lifetime energy savings annually energy audits audit reports expost baseline building energy subsequent data performance page turkey energy efficiency public buildings batch mv reports certificates buildings detailed measurement verification renovated renovation renovated buildings","Climate mitigation","Climate mitigation.NA"
"P162762","proper monitoring energy savings verification evaluation improve quality time build credibility impacts","Climate mitigation","Climate mitigation.NA"
"P162762","qcbs international rules related energy efficient equipment services moderate national lumpsum escos development procurement guidelines eepbwbmenrqcbsta lot development national program plan ee public sector including central municipal buildings public lighting water relying sustainable commercial financing mechanisms","Climate mitigation","Climate mitigation.NA"
"P162762","social specialist gender gesu merve ayse kocabas environmental specialist environment genec yurtkuran esse ayse erkan disaster risk management drm scaur orenbas specialist luis","Climate adaptation","Climate adaptation.NA"
"P162762","program yield lifetime energy savings gwh million tons coeleading ctf costeffectiveness ton coe","Climate mitigation","Climate mitigation.NA"
"P162762","technologies approaches evaluated assessed eligible investments include building envelope measures roofswall insulation windows doors heatingcooling systems water heating pumpsfans lighting","Water","Water.NA"
"P163533","project support improving access irrigation water productivity component support component improving reliability irrigation water supply increasing water storage capacity","Water","Water.NA"
"P163533","project support subcomponent opportunistic taking advantage improved water situation result irrigation modernization management cascades support climate resilient aquaculture rehabilitated tanks tanks cascade","Water","Water.NA"
"P163533","proposed pdo level indicators include increase productivity selected agricultural commodities supported project percent ii increase productivity water tank level percent iii share nonpaddy products total production project percent iv farmers adopting improved agricultural technology share target beneficiaries rating satisfied process impact project interventions percent","Water","Water.NA"
"P163533","proposed project support extension services seed systems produce marketing water management rendered spirit improved services delivery helping crowd private sector investment agriculture sector consistent cpf catalytic hows strengthening indias publicsector institutions improved service delivery leveraging private finance","Water","Water.NA"
"P163533","public financing improved water productivity justified based attendant improvements sustainability water resources public increasingly page odisha integrated irrigation project climate resilient agriculture changing global climate protecting environment","Water","Water.NA"
"P163533","publicprivate partnerships ppp irrigation management project conduct transaction advisory study options ppp irrigation management increase efficiency water page odisha integrated irrigation project climate resilient agriculture improve quality irrigation service delivery tanks","Water","Water.NA"
"P163533","representation vulnerable scs sts women tailend water users pps provided mandated functioning","Water","Water.NA"
"P163533","results framework monitoring results framework country india odisha integrated irrigation project climate resilient agriculture project development objectivess project development objective intensify diversify agricultural production enhance climate resilience selected districts odisha","Climate adaptation","Climate adaptation.NA"
"P163533","seeks expand cultivable assured irrigation improve onfarm water efficiency enhance adoption precisionirrigation water saving technologies crop drop","Water","Water.NA"
"P163533","project interventions proposed implemented oiipcra carbon implications","Climate mitigation","Climate mitigation.NA"
"P163533","social safeguards oiipcra beneficiary communities diverse social scheduled caste economic landless marginal ethnic scheduled tribes occupation fishers httpwwwdowrorissagovineapoctdmsemfoiipcramaindocumentpdf page odisha integrated irrigation project climate resilient agriculture crop producers tank water usage domestic aquaculture irrigation purposes proximity head head middle tail","Climate adaptation","Climate adaptation.NA"
"P164047","sichuan longestablished forest culture strong forestry institutions","Climate adaptation","Climate adaptation.NA"
"P164047","sichuan province agreed issue specific guidelines instructing relevant agencies comply requirements acgs including contractors procurement agents county forestry bureaus plantation entities program","Climate adaptation","Climate adaptation.NA"
"P164047","sichuan province established procedures participation farmers afforestation forest management activities implementation process systematic normative requirements specific content participation","Climate adaptation","Climate adaptation.NA"
"P164047","sichuan province ethnic minorities population page forest ecosystem improvement upper reaches yangtze river basin program","Biodiversity","Biodiversity.NA"
"P164047","sichuan province provincial forestry research institute prefecturelevel forestry research institutes provincial forestry science page forest ecosystem improvement upper reaches yangtze river basin program technology extension station prefecture level county level","Biodiversity","Biodiversity.NA"
"P164047","sichuan province prepared provincial fiveyear plan forestry development","Climate adaptation","Climate adaptation.NA"
"P164047","sichuan province global biodiversity hotspot covering half upstream yangtze river basin","Biodiversity","Biodiversity.NA"
"P164047","sichuans forests considerable carbon sequestration potential experience date forest carbon finance china clean development mechanism china certified emission reduction credit scheme voluntary standards verra gold standard shown procedures timeconsuming costly constraining chinas carbon trading potential forestry","Climate mitigation","Climate mitigation.NA"
"P164047","sichuans forestry fiveyear plan fyp issued intensified efforts strengthen sustainable forest management province improve resilience forest ecosystems critically","Biodiversity","Biodiversity.NA"
"P164047","accounting firms hired assist provincial forestry department fulfilling supervisory responsibility","Climate adaptation","Climate adaptation.NA"
"P164047","specifically include afforestation hectares forest quality improvement enrichment planting forest management hectares","Climate mitigation","Climate mitigation.NA"
"P164047","specifically include afforestation hectares forest quality improvement enrichment planting forest management hectares","Climate adaptation","Climate adaptation.NA"
"P164047","specifics activities include afforestation reforestation subprogram aimed afforestingreforesting barren hills slopes beaches planting steep slope land unsuitable farming suitable forests vegetation restoration","Climate mitigation","Climate mitigation.NA"
"P164047","strengthening inclusive institutional capacity institutional capacity improved enabling marketbased support sustainability conditions scaling sustainable forest approaches ecosystem management national emissions trading provincial forest germplasm resources system survey report delivered sichuan forest species list developed","Biodiversity","Biodiversity.NA"
"P164047","studies natural forest formations tree species comprise complex web elements forest ecosystem functions physiology tree species performing functions forest ecosystem","Biodiversity","Biodiversity.NA"
"P164047","management regime enhance environmental resilience natural disasters climate change improve ecological functions degraded forest plantations increase farmer income","Climate adaptation","Climate adaptation.NA"
"P164047","move intended balance ecological economic climate change benefits obtainable forest management","Climate adaptation","Climate adaptation.NA"
"P164047","forests serve improve delivery environmental services serve balance ecological benefits community benefits landscape level strengthening local ownership enhancing prospects sustainability","Climate adaptation","Climate adaptation.NA"
"P164047","support provided mainstream participative mixed species planting multifunction forest management forest carbon finance longterm provincial county forest farm level planning","Climate mitigation","Climate mitigation.NA"
"P164047","survival rates measured growth season planting percent seedlings page forest ecosystem improvement upper reaches yangtze river basin program survived planting iii planting checked ensure compliance technical specifications models promoted program verification procedures restoration degraded monoculture forests","Biodiversity","Biodiversity.NA"
"P164047","taking account multiple benefits forests yield poverty reduction environmental conservation social economic development carbon sequestration inclusive forest carbon trading approach sharing costs promoting costeffective forest carbon offsets","Climate mitigation","Climate mitigation.NA"
"P164047","taking account program support extensive awareness technical training program local forest staff famers familiar technologies develop technical standards provide technical guidance forest entities farmers promote longteam forest management planning dissemination improved afforestation forest management models","Climate mitigation","Climate mitigation.NA"
"P164047","ten degraded forest restoration monoculture transfer technical models developed","Climate mitigation","Climate mitigation.NA"
"P164047","action plan assigns priority including private voluntary investments forest carbon trading programs supportive ecological restoration conservation povertyafflicted rural","Climate mitigation","Climate mitigation.NA"
"P164047","afforestation upper reaches yangtze river basin focuses establishment ecological corridor protection forest system based water systems yangtze river key tributaries dadu river fujiang river jialing river jinsha river minjiang river qujiang river tuojiang river yalong river","Water","Water.NA"
"P164047","aim multifunction forest management support functions target trees fulfill natural roles forest ecosystem efficiently","Biodiversity","Biodiversity.NA"
"P164047","annual sectoral budget forestry sector execution report prepared county forestry difficult prepare bureaus consolidated sfgb consolidated program line items financial financial reporting reporting program","Climate adaptation","Climate adaptation.NA"
"P164047","anticipated adverse environmental social effects program expected insignificant activities program technically environmental enhancement interventions adverse environmental impact envisaged program excludes activities negative impacts livelihoods participation rural collectives individuals program voluntary basis environmental protection mitigation measures inherent technical specifications afforestation reforestation forest tendering nature regeneration promotion","Climate adaptation","Climate adaptation.NA"
"P164047","assessment concluded sufficient staff capacity provincial county forestry bureaus pest control stations forestry stations township level forest rangers village level","Climate adaptation","Climate adaptation.NA"
"P164047","assessment concluded afforestationreforestation tending existing forest nature regeneration forest restoration program focus precious indigenous tree species forest primary function ecological service public welfare include economic forest development industrial raw material forest planation","Climate adaptation","Climate adaptation.NA"
"P164047","bank loan incentive induce program counties adopt mixed species multifunction plantation forest management models sichuan provincial forestry sector strengthening institutional capacity enable sichuan taking lead planning implementing sustainable forest ecosystem management financing","Climate adaptation","Climate adaptation.NA"
"P164047","benefits resulting program consist improvements quality page forest ecosystem improvement upper reaches yangtze river basin program carried improvements effectiveness impact mixedspecies models application innovation practice","Biodiversity","Biodiversity.NA"
"P164047","breakdowns net tcoeq ers program interventions estimated page forest ecosystem improvement upper reaches yangtze river basin program afforestationreforestation tcoeq degraded forest rehabilitation tcoeq","Biodiversity","Biodiversity.NA"
"P164047","costs include establishment costs page forest ecosystem improvement upper reaches yangtze river basin program operations maintenance costs benefits cover carbon sequestration reduced soil erosion increased water conservation reduced losses due improved pest control","Biodiversity","Biodiversity.NA"
"P164047","county forestry bureau conduct verification county forestry investigation planning technical team","Climate adaptation","Climate adaptation.NA"
"P164047","county forestry bureaus required establish criteria issued bidding document subjective application ensure bid evaluation committee applies implementation technical scoring criteria evaluation criteria consistently bids bid evaluation simple contracts lowest evaluated bid criteria","Climate adaptation","Climate adaptation.NA"
"P164047","deliverables include technical assessment potential forest carbon trading offsets sichuan province undertaken guide forest carbon financing practice policy institutional framework developed support inclusive forest carbon trading procedures implementation methodologies support forest carbon trading developed targeting inclusive forest management afforestationreforestation activities","Climate mitigation","Climate mitigation.NA"
"P164047","developed methodologies forest carbon trading inclusive forest management afforestation activities approved sichuan provincial quality bureau provincial standard","Climate mitigation","Climate mitigation.NA"
"P164047","dli comprises dlrs dlr hectares degraded monoculture forests restored adopting mixed page forest ecosystem improvement upper reaches yangtze river basin program species forest structure","Biodiversity","Biodiversity.NA"
"P164047","dli defined hectares mixed forests developed restoration degraded forests description conversion monoculture forests mixedspecies forests promotion natural regeneration","Climate adaptation","Climate adaptation.NA"
"P165129","services include research extension training education icts inputs fertilizers pesticides labor productionrelated services soil testing animal healthveterinary services phytosanitary food safety services agricultural marketing support services price monitoring export promotion access farm postharvest machinery storage facilities employment irrigation drainage finance","Biodiversity","Biodiversity.NA"
"P165129","main agriculture commodities maize unirrigated tomato capsicum cauliflower beans ginger turmeric selected represent variety chains summer kharif crop commodities wheat irrigated unirrigated peas cabbage garlic page integrated project source sustainability climate resilient rainfed agriculture himachal pradesh potatoes winter rabi crop","Climate adaptation","Climate adaptation.NA"
"P165129","similarly pasture regulatory management standards account impact changing rainfall patterns temperatures pasture management promoting climateadapted species practices lead increased carbon pools reducing pasture degradation increasing belowground soil biomass","Climate mitigation","Climate mitigation.NA"
